gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000053897,Slc39a8,3,"solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]",67547,-0.775008485,5.74E-08,23.453175,42.33986848
ENSMUSG00000060261,Gtf2i,5,general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722],14886,-0.77656756,4.06E-05,67.83333777,118.6353182
ENSMUSG00000000560,Gabra2,5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]",14395,-0.776594623,1.58E-04,3.90205764,7.110375559
ENSMUSG00000035829,Ppp1r26,2,"protein phosphatase 1, regulatory subunit 26 [Source:MGI Symbol;Acc:MGI:2685193]",241289,-0.777683348,1.43E-04,2.20917165,4.044112741
ENSMUSG00000031255,Sytl4,X,synaptotagmin-like 4 [Source:MGI Symbol;Acc:MGI:1351606],27359,-0.778952949,0.015095622,1.600803145,2.90661591
ENSMUSG00000006362,Cbfa2t3,8,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],12398,-0.780071978,2.27E-04,7.158326075,12.51880944
ENSMUSG00000005718,Tfap4,16,transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239],83383,-0.781267279,0.004540327,2.564934945,4.693228537
ENSMUSG00000018340,Anxa6,11,annexin A6 [Source:MGI Symbol;Acc:MGI:88255],11749,-0.781533514,6.46E-07,24.77900872,44.13047597
ENSMUSG00000019899,Lama2,10,"laminin, alpha 2 [Source:MGI Symbol;Acc:MGI:99912]",16773,-0.782581057,3.45E-05,16.02220627,29.28997318
ENSMUSG00000029335,Bmp3,5,bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179],110075,-0.783084685,4.99E-04,2.863262945,5.282866295
ENSMUSG00000066705,Fxyd6,9,FXYD domain-containing ion transport regulator 6 [Source:MGI Symbol;Acc:MGI:1890226],59095,-0.784210146,1.89E-04,4.190043298,7.717330828
ENSMUSG00000060548,Tnfrsf19,14,"tumor necrosis factor receptor superfamily, member 19 [Source:MGI Symbol;Acc:MGI:1352474]",29820,-0.784928633,1.58E-04,37.77914306,65.91697538
ENSMUSG00000037940,Inpp4b,8,"inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]",234515,-0.785443148,0.017734442,0.657185109,1.201481727
ENSMUSG00000056214,Pard6g,18,par-6 family cell polarity regulator gamma [Source:MGI Symbol;Acc:MGI:2135606],93737,-0.785532025,3.23E-05,5.982764386,10.99879876
ENSMUSG00000025795,Rassf3,10,Ras association (RalGDS/AF-6) domain family member 3 [Source:MGI Symbol;Acc:MGI:2179722],192678,-0.785545652,7.65E-05,20.7049623,36.88307034
ENSMUSG00000071856,Mcc,18,mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930],328949,-0.785763787,2.43E-06,23.46674444,42.52187309
ENSMUSG00000032340,Neo1,9,neogenin [Source:MGI Symbol;Acc:MGI:1097159],18007,-0.786266816,2.82E-06,16.50357788,29.97498363
ENSMUSG00000020520,Galnt10,11,polypeptide N-acetylgalactosaminyltransferase 10 [Source:MGI Symbol;Acc:MGI:1890480],171212,-0.786360449,0.001192927,4.073958575,7.282677455
ENSMUSG00000017405,Nek8,11,NIMA (never in mitosis gene a)-related expressed kinase 8 [Source:MGI Symbol;Acc:MGI:1890646],140859,-0.786562701,0.041872376,1.128176214,2.15799271
ENSMUSG00000039004,Bmp6,13,bone morphogenetic protein 6 [Source:MGI Symbol;Acc:MGI:88182],12161,-0.786810324,1.19E-06,50.63130985,92.94909189
ENSMUSG00000072437,Nanos1,19,nanos C2HC-type zinc finger 1 [Source:MGI Symbol;Acc:MGI:2669254],332397,-0.7884445,0.004532729,2.313020837,4.349059719
ENSMUSG00000019989,Enpp3,10,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702],209558,-0.788548581,0.013728294,1.276883291,2.417440422
ENSMUSG00000038415,Foxq1,13,forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228],15220,-0.789051804,3.79E-04,15.57616931,27.34424073
ENSMUSG00000023963,Cyp39a1,17,"cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]",56050,-0.790783721,0.011196112,2.183114218,4.139197612
ENSMUSG00000031595,Pdgfrl,8,platelet-derived growth factor receptor-like [Source:MGI Symbol;Acc:MGI:1916047],68797,-0.792345515,0.018240988,4.357823814,8.337213723
ENSMUSG00000024940,Ltbp3,19,latent transforming growth factor beta binding protein 3 [Source:MGI Symbol;Acc:MGI:1101355],16998,-0.793283916,3.88E-06,14.46016684,26.57561927
ENSMUSG00000032332,Col12a1,9,"collagen, type XII, alpha 1 [Source:MGI Symbol;Acc:MGI:88448]",12816,-0.794228546,6.73E-05,13.02248782,23.97804845
ENSMUSG00000050052,Tdrp,8,testis development related protein [Source:MGI Symbol;Acc:MGI:1919398],72148,-0.79475046,2.16E-05,51.27217894,93.14662907
ENSMUSG00000022376,Adcy8,15,adenylate cyclase 8 [Source:MGI Symbol;Acc:MGI:1341110],11514,-0.79531263,8.51E-04,1.127961424,2.092004728
ENSMUSG00000035407,Kank4,4,KN motif and ankyrin repeat domains 4 [Source:MGI Symbol;Acc:MGI:3043381],242553,-0.795484133,0.001836214,6.331105544,11.3347647
ENSMUSG00000006205,Htra1,7,HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076],56213,-0.796593558,1.20E-06,41.85746357,76.81110184
ENSMUSG00000020186,Csrp2,10,cysteine and glycine-rich protein 2 [Source:MGI Symbol;Acc:MGI:1202907],13008,-0.797451222,0.014771559,9.141566169,16.29985019
ENSMUSG00000001300,Efnb2,8,ephrin B2 [Source:MGI Symbol;Acc:MGI:105097],13642,-0.797624059,1.19E-07,18.50827913,33.71838563
ENSMUSG00000033208,S100b,10,"S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]",20203,-0.79807698,9.00E-04,6.90560011,12.9519603
ENSMUSG00000057706,Mex3b,7,mex3 RNA binding family member B [Source:MGI Symbol;Acc:MGI:1918252],108797,-0.798997377,0.010962202,1.416539492,2.698876853
ENSMUSG00000032198,Dock6,9,dedicator of cytokinesis 6 [Source:MGI Symbol;Acc:MGI:1914789],319899,-0.801690447,1.19E-06,16.0186424,28.918907
ENSMUSG00000041577,Prelp,1,proline arginine-rich end leucine-rich repeat [Source:MGI Symbol;Acc:MGI:2151110],116847,-0.801701083,5.25E-06,30.63270259,56.04698416
ENSMUSG00000037813,D630003M21Rik,2,RIKEN cDNA D630003M21 gene [Source:MGI Symbol;Acc:MGI:3606579],228846,-0.80239728,0.007893065,0.930088224,1.773737185
ENSMUSG00000067279,Ppp1r3c,19,"protein phosphatase 1, regulatory subunit 3C [Source:MGI Symbol;Acc:MGI:1858229]",53412,-0.802418142,0.002717356,6.777180496,12.41172433
ENSMUSG00000057378,Ryr3,2,ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684],20192,-0.802495391,5.21E-04,1.819910059,3.367320863
ENSMUSG00000052974,Cyp2f2,7,"cytochrome P450, family 2, subfamily f, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88608]",13107,-0.804931181,0.047668607,2.269264715,4.121478293
ENSMUSG00000020592,Sdc1,12,syndecan 1 [Source:MGI Symbol;Acc:MGI:1349162],20969,-0.804944471,0.00142566,3.164466785,5.946289453
ENSMUSG00000022676,Snai2,16,snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393],20583,-0.805189867,0.023481232,2.965254418,5.696911262
ENSMUSG00000032849,Abcc4,14,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]",239273,-0.805636328,3.79E-06,34.02790024,61.71571016
ENSMUSG00000026471,Mr1,1,"major histocompatibility complex, class I-related [Source:MGI Symbol;Acc:MGI:1195463]",15064,-0.80658325,0.002289879,4.993634818,9.257347671
ENSMUSG00000028487,Bnc2,4,basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805],242509,-0.807902159,1.00E-04,6.501286435,12.06496231
ENSMUSG00000025893,Kbtbd3,9,kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399],69149,-0.808906085,0.004679226,2.14605642,4.122937559
ENSMUSG00000033717,Adra2a,19,"adrenergic receptor, alpha 2a [Source:MGI Symbol;Acc:MGI:87934]",11551,-0.811192775,1.02E-04,8.529210447,16.08907149
ENSMUSG00000033033,Calhm2,19,calcium homeostasis modulator family member 2 [Source:MGI Symbol;Acc:MGI:1919941],72691,-0.811602191,0.00150852,3.261752526,5.827015727
ENSMUSG00000046352,Gjb2,14,"gap junction protein, beta 2 [Source:MGI Symbol;Acc:MGI:95720]",14619,-0.812191007,2.18E-05,107.4484138,196.4961621
ENSMUSG00000000154,Slc22a18,7,"solute carrier family 22 (organic cation transporter), member 18 [Source:MGI Symbol;Acc:MGI:1336884]",18400,-0.81251483,0.049435156,1.505581843,2.976259424
ENSMUSG00000030255,Sspn,6,sarcospan [Source:MGI Symbol;Acc:MGI:1353511],16651,-0.812966908,1.11E-04,4.633318426,8.69319
ENSMUSG00000024713,Pcsk5,19,proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515],18552,-0.813086308,1.78E-04,3.314213159,6.257951868
ENSMUSG00000028475,Spaar,4,small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656],71406,-0.81348055,0.012366754,2.521356783,4.552310103
ENSMUSG00000031828,Klhl36,8,kelch-like 36 [Source:MGI Symbol;Acc:MGI:2385305],234796,-0.814390958,0.002962741,2.250465735,4.272134154
ENSMUSG00000105358,Gm43099,3,predicted gene 43099 [Source:MGI Symbol;Acc:MGI:5663236],,-0.815412313,0.035860154,0.749315392,1.488424861
ENSMUSG00000031079,Zfp300,X,zinc finger protein 300 [Source:MGI Symbol;Acc:MGI:3045326],245368,-0.815712381,0.01262563,0.782798368,1.526937122
ENSMUSG00000063434,Sorcs3,19,sortilin-related VPS10 domain containing receptor 3 [Source:MGI Symbol;Acc:MGI:1913923],66673,-0.816138047,3.61E-05,2.403956737,4.506947206
ENSMUSG00000049811,Fam161a,11,"family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]",73873,-0.81677051,0.00786402,1.58208796,3.004159002
ENSMUSG00000022636,Alcam,16,activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266],11658,-0.8176255,2.17E-06,91.96851964,172.0960036
ENSMUSG00000044952,Kctd21,7,potassium channel tetramerisation domain containing 21 [Source:MGI Symbol;Acc:MGI:3643121],622320,-0.817889562,0.004097391,1.913444506,3.63196877
ENSMUSG00000031398,Plxna3,X,plexin A3 [Source:MGI Symbol;Acc:MGI:107683],18846,-0.818015967,0.028927531,0.616566159,1.137415173
ENSMUSG00000046491,C1qtnf2,11,C1q and tumor necrosis factor related protein 2 [Source:MGI Symbol;Acc:MGI:1916433],69183,-0.818284382,0.01922133,3.265635588,6.40304011
ENSMUSG00000053460,Ggcx,6,gamma-glutamyl carboxylase [Source:MGI Symbol;Acc:MGI:1927655],56316,-0.818934099,7.28E-05,9.47447462,17.34302077
ENSMUSG00000021171,Esyt2,12,extended synaptotagmin-like protein 2 [Source:MGI Symbol;Acc:MGI:1261845],52635,-0.821124731,3.52E-07,54.57934062,102.4021658
ENSMUSG00000040616,Tmem51,4,transmembrane protein 51 [Source:MGI Symbol;Acc:MGI:2384874],214359,-0.821366484,1.26E-04,9.059207245,16.84302383
ENSMUSG00000028047,Thbs3,3,thrombospondin 3 [Source:MGI Symbol;Acc:MGI:98739],21827,-0.821525269,0.020207449,0.954497641,1.853538125
ENSMUSG00000028020,Glrb,3,"glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]",14658,-0.821575994,7.31E-06,18.09872259,34.22985245
ENSMUSG00000040710,St8sia4,1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:106018]",20452,-0.822611008,3.08E-05,12.97529316,23.58655396
ENSMUSG00000024534,Sncaip,18,"synuclein, alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]",67847,-0.823035864,0.00156658,5.70594025,10.95880746
ENSMUSG00000042826,Fgf11,11,fibroblast growth factor 11 [Source:MGI Symbol;Acc:MGI:109167],14166,-0.824338073,5.36E-05,3.63587475,6.865148596
ENSMUSG00000022969,Il10rb,16,"interleukin 10 receptor, beta [Source:MGI Symbol;Acc:MGI:109380]",16155,-0.824984177,1.55E-04,17.93098022,33.10539118
ENSMUSG00000037206,Islr,9,immunoglobulin superfamily containing leucine-rich repeat [Source:MGI Symbol;Acc:MGI:1349645],26968,-0.825209299,5.78E-05,76.70861943,144.8447331
ENSMUSG00000027188,Pamr1,2,peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082],210622,-0.827062477,2.41E-06,10.80683044,20.13495439
ENSMUSG00000047246,H2bc6,13,H2B clustered histone 6 [Source:MGI Symbol;Acc:MGI:2448380],319179,-0.829520576,0.013820418,1.329194258,2.611930353
ENSMUSG00000061758,Akr1b10,6,"aldo-keto reductase family 1, member B10 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1915111]",67861,-0.830517656,0.004239224,4.325761354,8.340261109
ENSMUSG00000094786,Gm14403,2,predicted gene 14403 [Source:MGI Symbol;Acc:MGI:3649813],,-0.831328962,0.046578272,1.600799113,3.292458916
ENSMUSG00000028173,Wls,3,wntless WNT ligand secretion mediator [Source:MGI Symbol;Acc:MGI:1915401],68151,-0.831849256,4.78E-07,35.81407232,67.52447229
ENSMUSG00000036022,Fam122b,X,"family with sequence similarity 122, member B [Source:MGI Symbol;Acc:MGI:1926005]",78755,-0.832204253,0.03820023,0.510500479,1.008885557
ENSMUSG00000057604,Lmcd1,6,LIM and cysteine-rich domains 1 [Source:MGI Symbol;Acc:MGI:1353635],30937,-0.833565332,6.20E-04,5.176702202,9.949708779
ENSMUSG00000050270,Tmem220,11,transmembrane protein 220 [Source:MGI Symbol;Acc:MGI:2443691],338369,-0.834541176,0.037288235,2.013913933,3.827897588
ENSMUSG00000041633,Kctd12b,X,potassium channel tetramerisation domain containing 12b [Source:MGI Symbol;Acc:MGI:2444667],207474,-0.835629667,1.99E-05,6.20606384,11.74462129
ENSMUSG00000020272,Stk10,11,serine/threonine kinase 10 [Source:MGI Symbol;Acc:MGI:1099439],20868,-0.836110539,2.68E-06,4.691241155,8.719286785
ENSMUSG00000021668,Polk,13,"polymerase (DNA directed), kappa [Source:MGI Symbol;Acc:MGI:1349767]",27015,-0.838817959,4.10E-05,26.53449443,48.61669574
ENSMUSG00000039620,Trmt9b,8,tRNA methyltransferase 9B [Source:MGI Symbol;Acc:MGI:2442328],319582,-0.839475537,0.001284919,1.038823815,1.997973723
ENSMUSG00000050840,Cdh20,1,cadherin 20 [Source:MGI Symbol;Acc:MGI:1346069],23836,-0.839590776,0.036933195,0.60913759,1.263505559
ENSMUSG00000067430,Zfp763,17,zinc finger protein 763 [Source:MGI Symbol;Acc:MGI:1920701],73451,-0.84006139,9.04E-04,2.707389985,5.248305146
ENSMUSG00000079507,H2-Q1,17,"histocompatibility 2, Q region locus 1 [Source:MGI Symbol;Acc:MGI:95928]",15006,-0.840944437,0.002429555,1.930960788,3.727865908
ENSMUSG00000020623,Map2k6,11,mitogen-activated protein kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1346870],26399,-0.841633197,0.009882501,3.784177635,7.453239089
ENSMUSG00000026840,Lamc3,2,laminin gamma 3 [Source:MGI Symbol;Acc:MGI:1344394],23928,-0.841693381,7.64E-06,20.23414224,37.86190974
ENSMUSG00000040938,Slc16a11,11,"solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709]",216867,-0.841826363,0.003702619,4.480403461,8.662488697
ENSMUSG00000046818,Ddit4l,3,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],73284,-0.842841822,0.002968626,1.611714278,3.16600311
ENSMUSG00000116180,Gm49492,15,"predicted gene, 49492 [Source:MGI Symbol;Acc:MGI:6155169]",,-0.842936714,0.007940995,1.767708595,3.507118091
ENSMUSG00000028476,Reck,4,reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698],53614,-0.84351271,7.14E-08,31.55724736,59.91531469
ENSMUSG00000102151,Gm37472,14,"predicted gene, 37472 [Source:MGI Symbol;Acc:MGI:5610700]",,-0.843775774,0.024685281,0.683614631,1.389074986
ENSMUSG00000030319,Cand2,6,cullin-associated and neddylation-dissociated 2 (putative) [Source:MGI Symbol;Acc:MGI:1914338],67088,-0.847790983,4.55E-04,1.784977295,3.444968465
ENSMUSG00000011382,Dhdh,7,dihydrodiol dehydrogenase (dimeric) [Source:MGI Symbol;Acc:MGI:1919005],71755,-0.848685491,5.73E-04,4.475880189,8.144760285
ENSMUSG00000022883,Robo1,16,roundabout guidance receptor 1 [Source:MGI Symbol;Acc:MGI:1274781],19876,-0.850703639,3.86E-07,20.4716041,39.41518846
ENSMUSG00000029468,P2rx7,5,"purinergic receptor P2X, ligand-gated ion channel, 7 [Source:MGI Symbol;Acc:MGI:1339957]",18439,-0.85131566,0.008388344,1.206272777,2.298249529
ENSMUSG00000025232,Hexa,9,hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073],15211,-0.851660259,3.63E-04,21.13843874,39.573884
ENSMUSG00000004473,Clec11a,7,"C-type lectin domain family 11, member a [Source:MGI Symbol;Acc:MGI:1298219]",20256,-0.852194203,0.035639538,1.004017384,2.047214576
ENSMUSG00000092083,Kcnb2,1,"potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]",98741,-0.852709294,7.53E-06,1.882206022,3.574372817
ENSMUSG00000075324,Fign,2,fidgetin [Source:MGI Symbol;Acc:MGI:1890647],60344,-0.853298159,5.76E-04,0.591691333,1.164991846
ENSMUSG00000034981,Parm1,5,prostate androgen-regulated mucin-like protein 1 [Source:MGI Symbol;Acc:MGI:2443349],231440,-0.855041426,3.24E-08,5.581031375,10.61954561
ENSMUSG00000027577,Chrna4,2,"cholinergic receptor, nicotinic, alpha polypeptide 4 [Source:MGI Symbol;Acc:MGI:87888]",11438,-0.856467818,5.59E-04,2.115317497,4.146027974
ENSMUSG00000039257,Vstm2b,7,V-set and transmembrane domain containing 2B [Source:MGI Symbol;Acc:MGI:1914525],58188,-0.85698686,0.007658544,1.64727464,3.171799349
ENSMUSG00000032816,Igdcc4,9,"immunoglobulin superfamily, DCC subclass, member 4 [Source:MGI Symbol;Acc:MGI:1858497]",56741,-0.857021458,7.14E-05,4.653319761,8.763492108
ENSMUSG00000043668,Tox3,8,TOX high mobility group box family member 3 [Source:MGI Symbol;Acc:MGI:3039593],244579,-0.858854659,0.002790332,1.380875602,2.748325751
ENSMUSG00000074785,Plxnc1,10,plexin C1 [Source:MGI Symbol;Acc:MGI:1890127],54712,-0.860373902,2.19E-05,4.572014966,8.789248244
ENSMUSG00000063428,Ddo,10,D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528],70503,-0.861345165,0.001284045,2.014215275,4.015435718
ENSMUSG00000040852,Plekhh2,17,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 [Source:MGI Symbol;Acc:MGI:2146813]",213556,-0.861473615,1.27E-06,8.409400678,16.32790229
ENSMUSG00000108880,Gm44560,7,predicted gene 44560 [Source:MGI Symbol;Acc:MGI:5753136],,-0.862310485,0.003839172,1.668989407,3.252450746
ENSMUSG00000000120,Ngfr,11,"nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]",18053,-0.862337984,0.001310532,1.863245189,3.636538523
ENSMUSG00000023191,P3h3,6,prolyl 3-hydroxylase 3 [Source:MGI Symbol;Acc:MGI:1315208],14789,-0.863176964,4.50E-06,6.252110316,11.83797905
ENSMUSG00000004891,Nes,3,nestin [Source:MGI Symbol;Acc:MGI:101784],18008,-0.86398838,1.07E-08,13.93775612,26.56442283
ENSMUSG00000014837,4931428F04Rik,8,RIKEN cDNA 4931428F04 gene [Source:MGI Symbol;Acc:MGI:1921606],74356,-0.864075668,0.00731978,1.377721015,2.684023282
ENSMUSG00000046417,Lrrc75a,11,leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293],192976,-0.864268684,0.014790194,1.673936626,3.42753857
ENSMUSG00000068196,Col8a1,16,"collagen, type VIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88463]",12837,-0.866979029,9.90E-04,4.210869779,8.334494893
ENSMUSG00000026399,Cd55,1,"CD55 molecule, decay accelerating factor for complement [Source:MGI Symbol;Acc:MGI:104850]",13136,-0.867878024,2.46E-06,8.200133886,15.62640638
ENSMUSG00000038077,Kcna6,6,"potassium voltage-gated channel, shaker-related, subfamily, member 6 [Source:MGI Symbol;Acc:MGI:96663]",16494,-0.867957605,2.46E-05,3.277475986,6.219229258
ENSMUSG00000040147,Maob,X,monoamine oxidase B [Source:MGI Symbol;Acc:MGI:96916],109731,-0.868262929,8.96E-04,6.377409623,12.0423635
ENSMUSG00000053644,Aldh7a1,18,"aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]",110695,-0.868449791,8.60E-07,11.61141278,21.91816571
ENSMUSG00000020263,Appl2,10,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]",216190,-0.869129878,4.88E-10,14.74414051,28.33075044
ENSMUSG00000031109,Enox2,X,ecto-NOX disulfide-thiol exchanger 2 [Source:MGI Symbol;Acc:MGI:2384799],209224,-0.869808073,8.00E-04,3.524371039,6.725649372
ENSMUSG00000025504,Eps8l2,7,EPS8-like 2 [Source:MGI Symbol;Acc:MGI:2138828],98845,-0.869905732,3.07E-08,14.55534383,28.0998804
ENSMUSG00000043461,Sptssb,3,"serine palmitoyltransferase, small subunit B [Source:MGI Symbol;Acc:MGI:1913433]",66183,-0.872395646,0.031992249,1.280102476,2.691364792
ENSMUSG00000022701,Ccdc191,16,coiled-coil domain containing 191 [Source:MGI Symbol;Acc:MGI:1922661],212153,-0.873626637,0.008587508,1.153980922,2.294162941
ENSMUSG00000020811,Wscd1,11,WSC domain containing 1 [Source:MGI Symbol;Acc:MGI:2448493],216881,-0.873878301,2.95E-04,9.488831109,17.81114024
ENSMUSG00000059857,Ntng1,3,netrin G1 [Source:MGI Symbol;Acc:MGI:1934028],80883,-0.874113484,0.006072989,0.874818318,1.709438761
ENSMUSG00000035504,Reep6,10,receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585],70335,-0.874936576,0.027714709,1.182550216,2.485884724
ENSMUSG00000028036,Ptgfr,3,prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796],19220,-0.87574951,2.17E-04,3.090004697,6.19025545
ENSMUSG00000042106,Inka1,9,inka box actin regulator 1 [Source:MGI Symbol;Acc:MGI:1915426],68176,-0.876721538,0.001737178,9.456113631,18.34651056
ENSMUSG00000039904,Gpr37,6,G protein-coupled receptor 37 [Source:MGI Symbol;Acc:MGI:1313297],14763,-0.876784116,0.012954564,0.941146119,1.944918804
ENSMUSG00000040820,Hlcs,16,holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) [Source:MGI Symbol;Acc:MGI:894646],110948,-0.87757604,1.47E-05,3.748405841,7.224609687
ENSMUSG00000097287,D130017N08Rik,5,RIKEN cDNA D130017N08 gene [Source:MGI Symbol;Acc:MGI:2443273],,-0.877842072,0.001461047,1.886372697,3.730983997
ENSMUSG00000067928,Zfp760,17,zinc finger protein 760 [Source:MGI Symbol;Acc:MGI:2679257],240034,-0.878061011,0.006471309,1.981810836,3.886159177
ENSMUSG00000040841,Six5,7,sine oculis-related homeobox 5 [Source:MGI Symbol;Acc:MGI:106220],20475,-0.878252011,0.00582121,1.848128364,3.728603491
ENSMUSG00000021253,Tgfb3,12,"transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]",21809,-0.879543204,0.001399163,4.039643392,7.808478385
ENSMUSG00000041936,Agrn,4,agrin [Source:MGI Symbol;Acc:MGI:87961],11603,-0.880944788,4.40E-05,28.18402138,51.71901541
ENSMUSG00000020889,Nr1d1,11,"nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]",217166,-0.881681409,2.04E-06,36.85899532,72.07749897
ENSMUSG00000029864,Gstk1,6,glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513],76263,-0.883215425,0.005056914,6.275679687,12.37859073
ENSMUSG00000021294,Kif26a,12,kinesin family member 26A [Source:MGI Symbol;Acc:MGI:2447072],668303,-0.883639514,5.99E-07,18.71390373,35.24855708
ENSMUSG00000024810,Il33,19,interleukin 33 [Source:MGI Symbol;Acc:MGI:1924375],77125,-0.884355875,0.016967837,1.168857378,2.474223712
ENSMUSG00000030793,Pycard,7,PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465],66824,-0.884789446,0.026641872,0.851699854,1.695130204
ENSMUSG00000040183,Ankrd6,4,ankyrin repeat domain 6 [Source:MGI Symbol;Acc:MGI:2154278],140577,-0.885269755,8.47E-05,3.427987826,6.597721269
ENSMUSG00000022537,Tmem44,16,transmembrane protein 44 [Source:MGI Symbol;Acc:MGI:1924489],224090,-0.88538636,9.89E-05,8.583830633,15.67440523
ENSMUSG00000047420,Fam180a,6,"family with sequence similarity 180, member A [Source:MGI Symbol;Acc:MGI:3039626]",208164,-0.886210306,0.001114897,12.94882426,26.10176716
ENSMUSG00000022797,Tfrc,16,transferrin receptor [Source:MGI Symbol;Acc:MGI:98822],22042,-0.886296271,0.015787018,42.56125561,85.46698592
ENSMUSG00000022840,Adcy5,16,adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673],224129,-0.886452726,4.65E-08,18.28518932,35.66913865
ENSMUSG00000035513,Ntng2,2,netrin G2 [Source:MGI Symbol;Acc:MGI:2159341],171171,-0.8871645,0.002254555,2.867288798,5.667695507
ENSMUSG00000021760,Gpx8,13,glutathione peroxidase 8 (putative) [Source:MGI Symbol;Acc:MGI:1916840],69590,-0.890683937,7.42E-05,13.05844304,26.00838066
ENSMUSG00000052180,Serpinb6c,13,"serine (or cysteine) peptidase inhibitor, clade B, member 6c [Source:MGI Symbol;Acc:MGI:2145481]",97848,-0.891749441,0.039271316,1.348227499,2.869980628
ENSMUSG00000021728,Emb,13,embigin [Source:MGI Symbol;Acc:MGI:95321],13723,-0.893098986,1.81E-04,10.01968239,20.07092525
ENSMUSG00000105366,Gm43719,5,predicted gene 43719 [Source:MGI Symbol;Acc:MGI:5663856],,-0.89575071,0.04511654,0.595924591,1.310425128
ENSMUSG00000023094,Msrb2,2,methionine sulfoxide reductase B2 [Source:MGI Symbol;Acc:MGI:1923717],76467,-0.895776159,5.60E-04,4.879745498,9.911227387
ENSMUSG00000000392,Fap,2,fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608],14089,-0.896008049,0.046196178,0.705799016,1.528075821
ENSMUSG00000045912,C2cd4c,10,C2 calcium-dependent domain containing 4C [Source:MGI Symbol;Acc:MGI:2685084],237397,-0.898066326,0.002314518,0.575113453,1.174276463
ENSMUSG00000117286,Gm1043,5,predicted gene 1043 [Source:MGI Symbol;Acc:MGI:2685889],381634,-0.898070802,4.65E-06,1.399499639,2.794236525
